FECHA (YYMMDD);HORA (HHMM);;
050215;0900;13,2;
050215;1000;13,8;
050215;1100;14,7;
050215;1200;17,8;
050215;1300;21,6;
050215;1400;24,4;
050215;1500;26,4;
050215;1600;27,7;
050215;1700;27,5;
050215;1800;25,9;
050215;1900;24,9;
050215;2000;22,5;
050215;2100;19,5;
050215;2200;16,9;
050215;2300;15,6;
050216;0000;;
050216;0100;14,3;
050216;0200;14;
050216;0300;14,3;
050216;0400;15,1;
050216;0500;15,2;
050216;0600;15,2;
050216;0700;15,1;
050216;0800;15,1;
050216;0900;15;
050216;1000;15,2;
050216;1100;15,7;
050216;1200;17,9;
050216;1300;21,8;
050216;1400;25,1;
050216;1500;27,1;
050216;1600;28,7;
050216;1700;27;
050216;1800;26,3;
050216;1900;26,1;
050216;2000;24,1;
050216;2100;20,8;
050216;2200;17,7;
050216;2300;16,2;
050217;0000;;
050217;0100;16,5;
050217;0200;16,3;
050217;0300;16,2;
050217;0400;16;
050217;0500;15,7;
050217;0600;15,4;
050217;0700;14,8;
050217;0800;14,3;
050217;0900;14,4;
050217;1000;15;
050217;1100;15,7;
050217;1200;16,7;
050217;1300;18,5;
050217;1400;21,6;
050217;1500;25,2;
050217;1600;28,1;
050217;1700;29,2;
050217;1800;28;
050217;1900;26,4;
050217;2000;22,2;
050217;2100;18,9;
050217;2200;16,4;
050217;2300;14,8;
050218;0000;;
050218;0100;13,4;
050218;0200;12,8;
050218;0300;12,5;
050218;0400;12,3;
050218;0500;12,4;
050218;0600;12,1;
050218;0700;12,2;
050218;0800;12,2;
050218;0900;12,5;
050218;1000;13;
050218;1100;14,2;
050218;1200;16,1;
050218;1300;19,3;
050218;1400;22,3;
050218;1500;24,9;
050218;1600;26,5;
050218;1700;26,1;
050218;1800;25;
050218;1900;23,7;
050218;2000;20,7;
050218;2100;17,3;
050218;2200;14,7;
050218;2300;13,2;
050219;0000;;
050219;0100;11,8;
050219;0200;11,3;
050219;0300;11,3;
050219;0400;12,1;
050219;0500;12,2;
050219;0600;12,1;
050219;0700;11,6;
050219;0800;11,4;
050219;0900;11,9;
050219;1000;13,2;
050219;1100;15,6;
050219;1200;17,7;
050219;1300;19,5;
050219;1400;21,8;
050219;1500;24,1;
050219;1600;25,6;
050219;1700;26,4;
050219;1800;25,2;
050219;1900;23,1;
050219;2000;20,6;
050219;2100;17,4;
050219;2200;14,4;
050219;2300;13;
050220;0000;;
050220;0100;11,6;
050220;0200;11,7;
050220;0300;11;
050220;0400;11,1;
050220;0500;10,8;
050220;0600;10,6;
050220;0700;10,6;
050220;0800;10,6;
050220;0900;10,9;
050220;1000;11,9;
050220;1100;15,1;
050220;1200;17,1;
050220;1300;19,7;
050220;1400;22,7;
050220;1500;25,1;
050220;1600;26,8;
050220;1700;27,1;
050220;1800;25,6;
050220;1900;24,2;
050220;2000;20,9;
050220;2100;16,4;
050220;2200;13,9;
050220;2300;12,7;
050221;0000;;
050221;0100;11,4;
050221;0200;10,8;
050221;0300;10,1;
050221;0400;9,79999;
050221;0500;10,7;
050221;0600;10,3;
050221;0700;10,1;
050221;0800;9,89998;
050221;0900;10,1;
050221;1000;10,6;
050221;1100;12,1;
050221;1200;16,5;
050221;1300;19,9;
050221;1400;22,9;
050221;1500;25,5;
050221;1600;27,2;
050221;1700;26,8;
050221;1800;25,2;
050221;1900;23;
050221;2000;21,2;
050221;2100;19,2;
050221;2200;18;
050221;2300;17,5;
050222;0000;;
050222;0100;16,5;
050222;0200;15,9;
050222;0300;15,7;
050222;0400;16;
050222;0500;16,2;
050222;0600;15,9;
050222;0700;15,5;
050222;0800;15,7;
050222;0900;16,4;
050222;1000;17,8;
050222;1100;19,4;
050222;1200;20,7;
050222;1300;20,4;
050222;1400;20;
050222;1500;20,6;
050222;1600;22,6;
050222;1700;23,1;
050222;1800;22,2;
050222;1900;20,9;
050222;2000;19,3;
050222;2100;16,3;
050222;2200;14;
050222;2300;12,6;
050223;0000;;
050223;0100;11,5;
050223;0200;11,1;
050223;0300;11,8;
050223;0400;12;
050223;0500;11,9;
050223;0600;11,7;
050223;0700;11,4;
050223;0800;11,1;
050223;0900;11;
050223;1000;12,2;
050223;1100;16,2;
050223;1200;18,9;
050223;1300;21;
050223;1400;22,7;
050223;1500;24;
050223;1600;25,2;
050223;1700;25,9;
050223;1800;24,3;
050223;1900;23,4;
050223;2000;21,7;
050223;2100;17,6;
050223;2200;14,8;
050223;2300;13,3;
050224;0000;;
050224;0100;11,6;
050224;0200;10,9;
050224;0300;10;
050224;0400;9,79999;
050224;0500;9;
050224;0600;9;
050224;0700;9,09998;
050224;0800;8,7;
050224;0900;10,9;
050224;1000;15;
050224;1100;17,5;
050224;1200;20;
050224;1300;22,7;
050224;1400;25,2;
050224;1500;26,8;
050224;1600;27,5;
050224;1700;28,1;
050224;1800;27,4;
050224;1900;26,2;
050224;2000;24,2;
050224;2100;20,2;
050224;2200;17,1;
050224;2300;15,5;
050225;0000;;
050225;0100;13,4;
050225;0200;12,7;
050225;0300;12,5;
050225;0400;12,2;
050225;0500;11,1;
050225;0600;10,6;
050225;0700;9,89998;
050225;0800;10,2;
050225;0900;13;
050225;1000;16,2;
050225;1100;19,2;
050225;1200;21,4;
050225;1300;24;
050225;1400;26,2;
050225;1500;27,6;
050225;1600;28,4;
050225;1700;28;
050225;1800;25,7;
050225;1900;23,9;
050225;2000;22,3;
050225;2100;18,2;
050225;2200;14,6;
050225;2300;13,6;
050226;0000;;
050226;0100;12,6;
050226;0200;12;
050226;0300;11,8;
050226;0400;11,4;
050226;0500;11;
050226;0600;10,6;
050226;0700;10,3;
050226;0800;10;
