FECHA (YYMMDD);HORA (HHMM);;
040518;2100;0,7;
040518;2200;0,7;
040518;2300;0,799998;
040519;0000;0,7;
040519;0100;0,799998;
040519;0200;1,1;
040519;0300;1,8;
040519;0400;1,1;
040519;0500;0,799998;
040519;0600;0,7;
040519;0700;1,1;
040519;0800;1;
040519;0900;2,3;
040519;1000;2,2;
040519;1100;1,7;
040519;1200;0,9;
040519;1300;2,2;
040519;1400;2,5;
040519;1500;2,4;
040519;1600;2,8;
040519;1700;1,8;
040519;1800;1,1;
040519;1900;0,9;
040519;2000;1,6;
040519;2100;1,5;
040519;2200;1,8;
040519;2300;1,3;
040520;0000;1,1;
040520;0100;1,6;
040520;0200;1,8;
040520;0300;1,7;
040520;0400;1,1;
040520;0500;0,7;
040520;0600;2,2;
040520;0700;2;
040520;0800;1,8;
040520;0900;2,8;
040520;1000;3,9;
040520;1100;4,8;
040520;1200;7,5;
040520;1300;5,39999;
040520;1400;4,3;
040520;1500;3,4;
040520;1600;4,3;
040520;1700;3,1;
040520;1800;2,4;
040520;1900;2,7;
040520;2000;1,8;
040520;2100;2,1;
040520;2200;1,4;
040520;2300;2,9;
040521;0000;1,8;
040521;0100;1,7;
040521;0200;1,5;
040521;0300;1,2;
040521;0400;1,1;
040521;0500;0,9;
040521;0600;0,799998;
040521;0700;0,7;
040521;0800;0,2;
040521;0900;0,4;
040521;1000;0,599998;
040521;1100;0,2;
040521;1200;0,3;
040521;1300;0,5;
040521;1400;1,4;
040521;1500;3,2;
040521;1600;1,7;
040521;1700;1,4;
040521;1800;0,5;
040521;1900;0,4;
040521;2000;0,3;
040521;2100;0,4;
040521;2200;0,3;
040521;2300;0,3;
040522;0000;0,4;
040522;0100;0,599998;
040522;0200;1,2;
040522;0300;0,4;
040522;0400;0,799998;
040522;0500;0,5;
040522;0600;0,9;
040522;0700;0,7;
040522;0800;0,9;
040522;0900;1,2;
040522;1000;0,5;
040522;1100;0,3;
040522;1200;0,5;
040522;1300;;
040522;1400;1,6;
040522;1500;1,7;
040522;1600;2,4;
040522;1700;1,7;
040522;1800;1,5;
